Date,Open,High,Low,Close,Volume,Adj Close
2016-11-03,21725.359375,21762.609375,21585.970703,21615.029297,000,21615.029297
2016-11-02,21837.689453,21869.869141,21680.080078,21719.109375,000,21719.109375
2016-11-01,22110.419922,22128.509766,21774.869141,21913.480469,000,21913.480469
2016-10-31,22102.660156,22129.160156,22049.949219,22072.490234,000,22072.490234
2016-10-28,22105.710938,22212.400391,22001.310547,22059.650391,000,22059.650391
2016-10-27,22281.789062,22293.910156,22114.050781,22122.689453,000,22122.689453
2016-10-26,22193.330078,22294.310547,22159.880859,22216.50,000,22216.50
2016-10-25,22363.669922,22377.220703,22268.679688,22281.289062,000,22281.289062
2016-10-24,22279.669922,22437.529297,22279.669922,22391.019531,000,22391.019531
2016-10-21,22190.460938,22279.460938,22150.179688,22264.259766,000,22264.259766
2016-10-20,22296.179688,22324.320312,22179.890625,22263.419922,000,22263.419922
2016-10-19,22264.199219,22347.470703,22223.439453,22304.199219,000,22304.199219
2016-10-18,22278.150391,22295.019531,22200.410156,22242.949219,000,22242.949219
2016-10-17,22160.009766,22183.699219,22079.570312,22099.890625,000,22099.890625
2016-10-14,22276.439453,22343.980469,22166.869141,22168.820312,000,22168.820312
2016-10-13,22104.939453,22233.619141,21989.039062,22167.789062,000,22167.789062
2016-10-12,22236.25,22321.980469,22190.730469,22257.480469,000,22257.480469
2016-10-11,22513.320312,22513.320312,22151.150391,22237.710938,000,22237.710938
2016-10-10,22392.380859,22582.060547,22392.380859,22520.609375,000,22520.609375
2016-10-07,22503.869141,22520.359375,22305.740234,22397.429688,000,22397.429688
2016-10-06,22476.390625,22532.740234,22396.390625,22505.509766,000,22505.509766
2016-10-05,22467.109375,22540.060547,22466.330078,22494.169922,000,22494.169922
2016-10-04,22527.529297,22548.560547,22322.359375,22392.410156,000,22392.410156
2016-10-03,22567.759766,22567.759766,22437.970703,22503.480469,000,22503.480469
2016-09-30,22489.699219,22649.330078,22454.410156,22576.669922,000,22576.669922
2016-09-29,22574.039062,22614.289062,22330.960938,22385.929688,000,22385.929688
2016-09-28,22516.929688,22625.25,22396.900391,22615.439453,000,22615.439453
2016-09-27,22352.109375,22508.189453,22320.240234,22492.019531,000,22492.019531
2016-09-26,22460.949219,22477.300781,22354.640625,22367.519531,000,22367.519531
2016-09-23,22624.390625,22647.570312,22547.169922,22557.109375,000,22557.109375
2016-09-22,22627.029297,22703.400391,22626.529297,22679.75,000,22679.75
2016-09-21,22339.300781,22525.550781,22252.650391,22505.25,000,22505.25
2016-09-20,22351.910156,22373.390625,22248.560547,22253.380859,000,22253.380859
2016-09-19,22314.800781,22355.929688,22168.789062,22212.640625,000,22212.640625
2016-09-16,22262.00,22266.599609,22160.039062,22240.519531,000,22240.519531
2016-09-15,22090.710938,22360.160156,22070.189453,22321.130859,000,22321.130859
2016-09-14,22118.630859,22261.849609,22042.580078,22101.490234,000,22101.490234
2016-09-13,22301.890625,22322.070312,22036.179688,22114.099609,000,22114.099609
2016-09-12,22048.089844,22504.25,22043.300781,22463.50,000,22463.50
2016-09-09,22562.089844,22562.089844,22157.519531,22157.519531,000,22157.519531
2016-09-08,22681.130859,22714.300781,22634.919922,22671.519531,000,22671.519531
2016-09-07,22732.660156,22778.490234,22692.439453,22778.25,000,22778.25
2016-09-06,22655.960938,22723.980469,22603.50,22723.980469,000,22723.980469
2016-09-02,22653.380859,22724.150391,22613.269531,22686.699219,000,22686.699219
2016-09-01,22555.949219,22590.009766,22415.109375,22563.470703,000,22563.470703
2016-08-31,22586.160156,22592.539062,22456.419922,22561.220703,000,22561.220703
2016-08-30,22651.509766,22677.359375,22554.539062,22619.679688,000,22619.679688
2016-08-29,22560.320312,22692.25,22560.320312,22657.019531,000,22657.019531
2016-08-26,22608.140625,22729.160156,22442.640625,22538.140625,000,22538.140625
2016-08-24,22695.949219,22713.740234,22545.279297,22592.210938,000,22592.210938
2016-08-22,22631.330078,22686.429688,22589.080078,22668.210938,000,22668.210938
2016-08-19,22647.150391,22679.769531,22582.320312,22665.279297,000,22665.279297
2016-08-18,22626.009766,22699.800781,22622.789062,22699.800781,000,22699.800781
2016-08-17,22595.949219,22636.949219,22490.970703,22626.400391,000,22626.400391
2016-08-16,22693.720703,22693.720703,22610.169922,22611.189453,000,22611.189453
2016-08-15,22697.400391,22785.410156,22697.400391,22748.740234,000,22748.740234
2016-08-12,22640.970703,22689.689453,22609.699219,22659.359375,000,22659.359375
2016-08-11,22627.919922,22697.519531,22594.589844,22670.50,000,22670.50
2016-08-10,22644.550781,22654.960938,22531.849609,22566.710938,000,22566.710938
2016-08-09,22639.029297,22694.039062,22607.880859,22639.259766,000,22639.259766
2016-08-08,22655.289062,22679.490234,22600.660156,22627.910156,000,22627.910156
2016-08-05,22526.429688,22640.720703,22516.910156,22634.550781,000,22634.550781
2016-08-04,22428.550781,22484.419922,22386.820312,22439.660156,000,22439.660156
2016-08-03,22332.689453,22430.369141,22290.009766,22430.369141,000,22430.369141
2016-08-02,22487.669922,22503.109375,22242.449219,22339.779297,000,22339.779297
2016-08-01,22539.349609,22590.570312,22460.289062,22501.740234,000,22501.740234
2016-07-29,22473.779297,22587.439453,22429.539062,22547.919922,000,22547.919922
2016-07-28,22441.50,22528.830078,22391.820312,22497.419922,000,22497.419922
2016-07-27,22540.980469,22543.099609,22384.820312,22464.390625,000,22464.390625
2016-07-26,22466.949219,22535.490234,22398.820312,22498.109375,000,22498.109375
2016-07-25,22514.710938,22514.710938,22413.839844,22476.470703,000,22476.470703
2016-07-21,22509.029297,22527.660156,22370.660156,22424.880859,000,22424.880859
2016-07-20,22466.769531,22540.810547,22405.759766,22516.080078,000,22516.080078
2016-07-19,22383.960938,22422.599609,22352.580078,22402.400391,000,22402.400391
2016-07-18,22387.470703,22457.00,22355.150391,22441.189453,000,22441.189453
2016-07-15,22458.900391,22463.949219,22331.380859,22388.880859,000,22388.880859
2016-07-14,22422.919922,22445.810547,22351.419922,22385.830078,000,22385.830078
2016-07-13,22350.619141,22350.619141,22230.580078,22295.070312,000,22295.070312
2016-07-12,22240.589844,22349.839844,22233.130859,22309.289062,000,22309.289062
2016-07-11,22104.419922,22195.529297,22086.150391,22136.820312,000,22136.820312
2016-07-08,21848.369141,22064.109375,21841.070312,22040.710938,000,22040.710938
2016-07-07,21733.390625,21818.259766,21611.429688,21698.890625,000,21698.890625
2016-07-06,21522.359375,21733.330078,21462.240234,21723.580078,000,21723.580078
2016-07-05,21741.50,21741.50,21488.070312,21572.570312,000,21572.570312
2016-07-01,21682.990234,21802.800781,21680.669922,21739.070312,000,21739.070312
2016-06-30,21470.730469,21712.169922,21402.140625,21711.380859,000,21711.380859
2016-06-29,21218.179688,21444.230469,21218.179688,21417.529297,000,21417.529297
2016-06-28,20865.330078,21045.109375,20846.050781,21045.109375,000,21045.109375
2016-06-27,20931.710938,20931.710938,20583.789062,20671.369141,000,20671.369141
2016-06-24,21279.589844,21464.369141,21057.140625,21102.320312,000,21102.320312
2016-06-23,21738.859375,21884.310547,21721.820312,21884.310547,000,21884.310547
2016-06-22,21610.419922,21727.470703,21563.949219,21574.949219,000,21574.949219
2016-06-21,21600.880859,21664.720703,21547.490234,21616.300781,000,21616.300781
2016-06-20,21580.140625,21689.169922,21513.359375,21522.419922,000,21522.419922
2016-06-17,21486.240234,21487.529297,21356.869141,21431.140625,000,21431.140625
2016-06-16,21341.509766,21502.560547,21202.890625,21490.810547,000,21490.810547
2016-06-15,21498.650391,21586.859375,21424.779297,21445.939453,000,21445.939453
2016-06-14,21455.970703,21531.529297,21341.740234,21457.779297,000,21457.779297
2016-06-13,21608.390625,21713.800781,21497.130859,21507.179688,000,21507.179688
2016-06-10,21765.910156,21780.789062,21627.410156,21688.789062,000,21688.789062
2016-06-09,21891.429688,21941.710938,21845.060547,21920.769531,000,21920.769531
2016-06-08,21931.009766,22000.00,21915.140625,21985.119141,000,21985.119141
2016-06-07,21887.830078,21968.929688,21886.480469,21900.740234,000,21900.740234
2016-06-06,21779.320312,21905.080078,21768.710938,21865.880859,000,21865.880859
2016-06-03,21755.599609,21780.400391,21604.460938,21742.320312,000,21742.320312
2016-06-02,21681.669922,21808.880859,21626.509766,21808.880859,000,21808.880859
2016-06-01,21566.109375,21722.970703,21538.75,21708.019531,000,21708.019531
2016-05-27,21603.669922,21701.470703,21603.669922,21701.470703,000,21701.470703
2016-05-26,21625.580078,21653.800781,21573.900391,21602.679688,000,21602.679688
2016-05-25,21532.189453,21655.880859,21532.189453,21613.630859,000,21613.630859
2016-05-24,21256.089844,21496.070312,21256.089844,21460.570312,000,21460.570312
2016-05-23,21204.800781,21307.650391,21198.259766,21225.199219,000,21225.199219
2016-05-20,21119.900391,21265.210938,21119.900391,21218.339844,000,21218.339844
2016-05-19,20998.519531,21048.839844,20857.830078,21003.820312,000,21003.820312
2016-05-18,21082.830078,21271.390625,21001.880859,21130.320312,000,21130.320312
2016-05-17,21306.970703,21328.460938,21068.390625,21132.339844,000,21132.339844
2016-05-16,21152.619141,21396.410156,21152.619141,21341.470703,000,21341.470703
2016-05-13,21249.529297,21319.769531,21078.410156,21117.210938,000,21117.210938
2016-05-12,21388.990234,21427.369141,21196.759766,21309.25,000,21309.25
2016-05-11,21475.130859,21509.070312,21322.769531,21324.539062,000,21324.539062
2016-05-10,21338.119141,21534.570312,21338.119141,21530.119141,000,21530.119141
2016-05-09,21254.830078,21335.910156,21215.189453,21276.419922,000,21276.419922
2016-05-06,21106.230469,21261.009766,21065.880859,21258.080078,000,21258.080078
2016-05-05,21246.00,21296.189453,21133.830078,21179.650391,000,21179.650391
2016-05-04,21211.669922,21294.109375,21135.609375,21197.269531,000,21197.269531
2016-05-02,21410.429688,21557.609375,21371.839844,21539.890625,000,21539.890625
2016-04-29,21450.269531,21463.009766,21237.699219,21377.589844,000,21377.589844
2016-04-28,21618.310547,21727.349609,21441.609375,21485.710938,000,21485.710938
2016-04-27,21596.259766,21729.179688,21551.060547,21686.160156,000,21686.160156
2016-04-26,21609.460938,21671.849609,21552.390625,21632.990234,000,21632.990234
2016-04-25,21556.720703,21580.130859,21475.310547,21572.080078,000,21572.080078
2016-04-22,21527.699219,21637.320312,21509.820312,21622.039062,000,21622.039062
2016-04-21,21233.259766,21717.730469,21233.259766,21587.630859,000,21587.630859
2016-04-20,21679.740234,21790.560547,21623.589844,21698.669922,000,21698.669922
2016-04-19,21653.490234,21722.869141,21585.619141,21681.640625,000,21681.640625
2016-04-18,21393.089844,21590.839844,21357.470703,21587.050781,000,21587.050781
2016-04-15,21462.939453,21483.039062,21422.75,21463.539062,000,21463.539062
2016-04-14,21470.130859,21518.130859,21420.869141,21464.419922,000,21464.419922
2016-04-13,21324.929688,21474.980469,21324.929688,21469.589844,000,21469.589844
2016-04-12,21050.970703,21263.160156,20992.570312,21228.869141,000,21228.869141
2016-04-11,21127.660156,21251.130859,21020.230469,21021.240234,000,21021.240234
2016-04-08,21123.550781,21205.099609,21010.369141,21071.240234,000,21071.240234
2016-04-07,21159.830078,21178.359375,20927.609375,21014.609375,000,21014.609375
2016-04-06,21047.529297,21269.089844,21019.640625,21264.279297,000,21264.279297
2016-04-05,21111.160156,21141.75,21011.289062,21036.730469,000,21036.730469
2016-04-04,21328.349609,21349.00,21216.689453,21238.929688,000,21238.929688
2016-03-31,21238.050781,21296.800781,21199.400391,21224.320312,000,21224.320312
2016-03-30,21152.070312,21327.730469,21152.070312,21238.050781,000,21238.050781
2016-03-29,20927.320312,21159.070312,20837.449219,21152.070312,000,21152.070312
2016-03-28,20914.769531,20987.839844,20866.330078,20927.320312,000,20927.320312
2016-03-24,20914.939453,20915.550781,20754.279297,20914.769531,000,20914.769531
2016-03-23,21100.109375,21100.109375,20906.339844,20914.939453,000,20914.939453
2016-03-22,21109.919922,21167.429688,20992.949219,21100.109375,000,21100.109375
2016-03-21,21096.800781,22360.140625,21029.210938,21109.919922,000,21109.919922
2016-03-18,20998.029297,21122.759766,20998.029297,21096.800781,000,21096.800781
2016-03-17,20836.220703,21051.880859,20789.589844,20998.029297,000,20998.029297
2016-03-16,20694.419922,20879.980469,20657.009766,20836.220703,000,20836.220703
2016-03-15,20772.480469,20772.480469,20604.769531,20694.419922,000,20694.419922
2016-03-14,20802.970703,20823.339844,20693.849609,20772.480469,000,20772.480469
2016-03-11,20452.400391,20805.599609,20452.400391,20802.970703,000,20802.970703
2016-03-10,20479.580078,20626.669922,20251.300781,20452.400391,000,20452.400391
2016-03-09,20379.580078,20508.980469,20379.330078,20479.580078,000,20479.580078
2016-03-08,20659.089844,20659.089844,20361.650391,20379.580078,000,20379.580078
2016-03-07,20609.470703,20701.150391,20509.720703,20659.089844,000,20659.089844
2016-03-04,20538.839844,20709.910156,20477.769531,20609.470703,000,20609.470703
2016-03-03,20435.939453,20541.220703,20363.570312,20538.839844,000,20538.839844
2016-03-02,20325.199219,20436.009766,20234.900391,20435.939453,000,20435.939453
2016-03-01,19864.019531,20325.199219,19864.019531,20325.199219,000,20325.199219
2016-02-29,19996.519531,20111.800781,19860.130859,19864.019531,000,19864.019531
2016-02-26,19998.519531,20119.609375,19964.429688,19996.519531,000,19996.519531
2016-02-25,19815.029297,19998.990234,19736.660156,19998.519531,000,19998.519531
2016-02-24,19676.830078,19801.869141,19363.820312,19779.390625,000,19779.390625
2016-02-23,19913.160156,19913.160156,19665.839844,19676.830078,000,19676.830078
2016-02-22,19624.179688,19930.369141,19624.179688,19913.160156,000,19913.160156
2016-02-19,19618.25,19630.009766,19451.679688,19624.179688,000,19624.179688
2016-02-18,19707.689453,19745.609375,19588.509766,19618.25,000,19618.25
2016-02-17,19370.550781,19748.509766,19370.550781,19707.689453,000,19707.689453
2016-02-16,19026.839844,19371.460938,19026.839844,19370.550781,000,19370.550781
2016-02-12,18656.050781,19026.839844,18656.050781,19026.839844,000,19026.839844
2016-02-11,18890.669922,18890.669922,18462.429688,18656.050781,000,18656.050781
2016-02-10,18883.75,19201.460938,18878.189453,18890.669922,000,18890.669922
2016-02-09,18802.730469,19047.230469,18710.269531,18883.75,000,18883.75
2016-02-08,19244.939453,19244.939453,18670.070312,18921.929688,000,18921.929688
2016-02-05,19655.419922,19655.419922,19184.589844,19244.939453,000,19244.939453
2016-02-04,19606.929688,19783.560547,19499.300781,19655.419922,000,19655.419922
2016-02-03,19524.150391,19659.140625,19189.839844,19606.929688,000,19606.929688
2016-02-02,19917.839844,19917.839844,19466.630859,19524.150391,000,19524.150391
2016-02-01,19926.099609,19998.429688,19710.009766,19917.839844,000,19917.839844
2016-01-29,19434.320312,19926.099609,19434.320312,19926.099609,000,19926.099609
2016-01-28,19335.660156,19551.269531,19251.810547,19434.320312,000,19434.320312
2016-01-27,19563.099609,19685.830078,19233.550781,19335.660156,000,19335.660156
2016-01-26,19261.480469,19589.070312,19261.480469,19563.099609,000,19563.099609
2016-01-25,19592.339844,19592.339844,19248.580078,19261.480469,000,19261.480469
2016-01-22,19172.589844,19605.25,19172.589844,19592.339844,000,19592.339844
2016-01-21,19077.689453,19399.310547,18976.210938,19172.589844,000,19172.589844
2016-01-20,19286.300781,19286.300781,18550.480469,19077.689453,000,19077.689453
2016-01-19,19335.230469,19541.279297,19115.189453,19286.300781,000,19286.300781
2016-01-15,19755.740234,19755.740234,19075.509766,19335.230469,000,19335.230469
2016-01-14,19474.589844,19882.599609,19295.089844,19755.740234,000,19755.740234
2016-01-13,19972.189453,20089.470703,19390.699219,19440.929688,000,19440.929688
2016-01-12,19848.269531,20099.650391,19707.359375,19972.189453,000,19972.189453
2016-01-11,19867.099609,20001.029297,19627.900391,19848.269531,000,19848.269531
2016-01-08,20089.529297,20266.470703,19834.339844,19867.099609,000,19867.099609
2016-01-07,20593.400391,20593.400391,20050.689453,20089.529297,000,20089.529297
2016-01-06,20879.929688,20879.929688,20479.259766,20593.400391,000,20593.400391
2016-01-05,20841.359375,20927.650391,20755.130859,20879.929688,000,20879.929688
2016-01-04,21167.859375,21167.859375,20609.50,20841.359375,000,20841.359375
2015-12-31,21350.220703,21352.050781,21165.150391,21167.859375,000,21167.859375
2015-12-30,21509.859375,21509.859375,21340.199219,21350.220703,000,21350.220703
2015-12-29,21296.179688,21533.269531,21296.179688,21509.859375,000,21509.859375
2015-12-28,21354.560547,21354.560547,21165.080078,21296.179688,000,21296.179688
2015-12-24,21379.390625,21420.509766,21327.439453,21354.560547,000,21354.560547
2015-12-23,21100.220703,21382.089844,21100.220703,21379.390625,000,21379.390625
2015-12-22,20911.75,21138.710938,20905.699219,21100.220703,000,21100.220703
2015-12-21,20754.910156,20923.589844,20754.910156,20911.75,000,20911.75
2015-12-18,21100.339844,21100.339844,20751.980469,20754.910156,000,20754.910156
2015-12-17,21412.890625,21447.599609,21099.560547,21100.339844,000,21100.339844
2015-12-16,21099.580078,21446.960938,21099.580078,21412.890625,000,21412.890625
2015-12-15,20871.029297,21195.619141,20871.029297,21099.580078,000,21099.580078
2015-12-14,20823.359375,20897.789062,20603.429688,20871.029297,000,20871.029297
2015-12-11,21254.919922,21254.919922,20784.439453,20823.359375,000,20823.359375
2015-12-10,21208.779297,21402.970703,21190.289062,21254.919922,000,21254.919922
2015-12-09,21365.019531,21545.060547,21105.400391,21208.779297,000,21208.779297
2015-12-08,21489.199219,21489.199219,21240.619141,21365.019531,000,21365.019531
2015-12-07,21678.169922,21678.169922,21396.939453,21489.199219,000,21489.199219
2015-12-04,21298.130859,21699.929688,21298.130859,21678.169922,000,21678.169922
2015-12-03,21627.380859,21682.919922,21223.830078,21298.130859,000,21298.130859
2015-12-02,21866.660156,21873.429688,21602.679688,21627.380859,000,21627.380859
2015-12-01,21658.519531,21873.320312,21658.519531,21866.660156,000,21866.660156
2015-11-30,21761.339844,21800.130859,21658.439453,21658.550781,000,21658.550781
2015-11-27,21741.869141,21788.980469,21689.580078,21761.339844,000,21761.339844
2015-11-25,21719.710938,21778.589844,21693.339844,21741.869141,000,21741.869141
2015-11-24,21673.949219,21764.800781,21511.679688,21719.710938,000,21719.710938
2015-11-23,21681.310547,21760.619141,21620.650391,21673.949219,000,21673.949219
2015-11-20,21606.419922,21763.859375,21606.419922,21681.310547,000,21681.310547
2015-11-19,21638.00,21669.00,21579.029297,21606.419922,000,21606.419922
2015-11-18,21300.740234,21653.349609,21300.740234,21638.00,000,21638.00
2015-11-17,21334.839844,21476.75,21257.669922,21300.740234,000,21300.740234
2015-11-16,21043.660156,21335.140625,21000.730469,21334.839844,000,21334.839844
2015-11-13,21268.380859,21268.380859,21036.779297,21043.660156,000,21043.660156
2015-11-12,21586.679688,21586.679688,21265.730469,21268.380859,000,21268.380859
2015-11-11,21678.630859,21722.699219,21585.689453,21586.679688,000,21586.679688
2015-11-10,21645.039062,21692.320312,21549.089844,21678.630859,000,21678.630859
2015-11-09,21865.240234,21865.240234,21534.00,21645.039062,000,21645.039062
2015-11-06,21866.460938,21879.650391,21694.269531,21865.240234,000,21865.240234
2015-11-05,21885.960938,21950.240234,21753.439453,21866.460938,000,21866.460938
2015-11-04,21961.259766,22016.759766,21821.730469,21885.960938,000,21885.960938
2015-11-03,21901.320312,22032.699219,21901.160156,21961.259766,000,21961.259766
2015-11-02,21648.509766,21919.390625,21648.509766,21897.789062,000,21897.789062
2015-10-30,21735.259766,21792.00,21647.800781,21648.509766,000,21648.509766
2015-10-29,21771.949219,21771.949219,21681.970703,21735.259766,000,21735.259766
2015-10-28,21475.369141,21771.970703,21475.369141,21771.949219,000,21771.949219
2015-10-27,21566.960938,21566.960938,21395.830078,21475.369141,000,21475.369141
2015-10-26,21613.890625,21613.890625,21521.560547,21566.960938,000,21566.960938
2015-10-23,21394.529297,21650.779297,21394.529297,21614.060547,000,21614.060547
2015-10-22,21093.240234,21434.050781,21093.240234,21394.529297,000,21394.529297
2015-10-21,21256.210938,21322.830078,21077.449219,21093.240234,000,21093.240234
2015-10-20,21285.830078,21350.099609,21208.400391,21256.210938,000,21256.210938
2015-10-19,21280.380859,21306.189453,21164.960938,21285.830078,000,21285.830078
2015-10-16,21201.410156,21285.240234,21149.039062,21280.380859,000,21280.380859
2015-10-15,20880.099609,21201.650391,20880.099609,21201.419922,000,21201.419922
2015-10-14,21001.570312,21067.039062,20847.810547,20880.099609,000,20880.099609
2015-10-13,21165.169922,21222.880859,20987.330078,21001.570312,000,21001.570312
2015-10-12,21157.550781,21179.640625,21092.970703,21165.169922,000,21165.169922
2015-10-09,21133.339844,21205.740234,21088.119141,21157.550781,000,21157.550781
2015-10-08,20954.710938,21168.310547,20869.900391,21133.339844,000,21133.339844
2015-10-07,20763.140625,20972.140625,20735.990234,20954.710938,000,20954.710938
2015-10-06,20847.210938,20889.830078,20681.019531,20763.140625,000,20763.140625
2015-10-05,20453.859375,20864.25,20453.859375,20847.210938,000,20847.210938
2015-10-02,20157.359375,20453.859375,19853.009766,20453.859375,000,20453.859375
2015-10-01,20109.429688,20189.410156,19918.580078,20157.359375,000,20157.359375
2015-09-30,19737.25,20125.470703,19737.25,20119.279297,000,20119.279297
2015-09-29,19760.179688,19931.009766,19619.259766,19737.25,000,19737.25
2015-09-28,20313.519531,20313.519531,19735.099609,19760.179688,000,19760.179688
2015-09-25,20355.109375,20536.130859,20213.849609,20313.519531,000,20313.519531
2015-09-24,20430.380859,20430.380859,20116.390625,20355.109375,000,20355.109375
2015-09-23,20487.300781,20558.560547,20377.130859,20430.390625,000,20430.390625
2015-09-22,20757.980469,20757.980469,20353.289062,20487.300781,000,20487.300781
2015-09-21,20678.769531,20913.480469,20655.269531,20757.980469,000,20757.980469
2015-09-18,21007.720703,21007.720703,20633.470703,20678.740234,000,20678.740234
2015-09-17,21033.25,21312.560547,20969.269531,21007.720703,000,21007.720703
2015-09-16,20851.730469,21051.960938,20850.689453,21033.25,000,21033.25
2015-09-15,20606.199219,20899.089844,20606.199219,20851.740234,000,20851.740234
2015-09-14,20691.660156,20707.789062,20563.970703,20606.199219,000,20606.199219
2015-09-11,20610.160156,20691.660156,20466.800781,20691.660156,000,20691.660156
2015-09-10,20516.789062,20740.640625,20467.50,20610.160156,000,20610.160156
2015-09-09,20795.279297,20989.830078,20478.25,20516.789062,000,20516.789062
2015-09-08,20304.160156,20806.029297,20304.160156,20795.279297,000,20795.279297
2015-09-04,20590.630859,20590.630859,20202.330078,20304.160156,000,20304.160156
2015-09-03,20558.410156,20830.240234,20527.369141,20590.630859,000,20590.630859
2015-09-02,20206.060547,20558.619141,20206.060547,20558.410156,000,20558.410156
2015-09-01,20802.960938,20802.960938,20101.640625,20206.060547,000,20206.060547
2015-08-31,20968.310547,20968.310547,20741.599609,20802.960938,000,20802.960938
2015-08-28,20921.50,21012.869141,20831.349609,20968.310547,000,20968.310547
2015-08-27,20427.869141,20952.130859,20427.869141,20921.50,000,20921.50
2015-08-26,19722.009766,20451.490234,19722.009766,20427.869141,000,20427.869141
2015-08-25,19956.480469,20500.400391,19716.910156,19722.009766,000,19722.009766
2015-08-24,20770.279297,20770.279297,19729.230469,19956.480469,000,19956.480469
2015-08-21,21395.240234,21395.240234,20770.279297,20770.279297,000,20770.279297
2015-08-20,21874.910156,21874.910156,21395.240234,21395.240234,000,21395.240234
2015-08-19,22063.710938,22063.710938,21774.970703,21874.910156,000,21874.910156
2015-08-18,22141.650391,22141.650391,22038.029297,22063.710938,000,22063.710938
2015-08-17,22009.759766,22143.539062,21889.019531,22141.650391,000,22141.650391
2015-08-14,21914.060547,22017.349609,21882.460938,22009.759766,000,22009.759766
2015-08-13,21946.150391,22012.650391,21866.169922,21914.070312,000,21914.070312
2015-08-12,21928.50,21977.099609,21589.910156,21946.150391,000,21946.150391
2015-08-11,22132.240234,22132.240234,21850.720703,21928.50,000,21928.50
2015-08-10,21852.580078,22143.50,21852.580078,22132.240234,000,22132.240234
2015-08-07,21923.289062,21923.289062,21751.869141,21852.580078,000,21852.580078
2015-08-06,22116.820312,22137.759766,21829.929688,21923.300781,000,21923.300781
2015-08-05,22066.929688,22283.029297,22066.929688,22116.820312,000,22116.820312
2015-08-04,22106.880859,22170.609375,22019.980469,22066.929688,000,22066.929688
2015-08-03,22180.080078,22192.240234,21997.339844,22106.880859,000,22106.880859
2015-07-31,22205.859375,22288.160156,22161.369141,22180.080078,000,22180.080078
2015-07-30,22192.390625,22222.869141,22054.230469,22205.859375,000,22205.859375
2015-07-29,22027.650391,22208.699219,22025.169922,22192.390625,000,22192.390625
2015-07-28,21761.669922,22055.640625,21761.669922,22027.650391,000,22027.650391
2015-07-27,21906.75,21906.75,21723.269531,21761.669922,000,21761.669922
2015-07-24,22131.980469,22171.890625,21882.810547,21906.75,000,21906.75
2015-07-23,22265.720703,22304.25,22097.550781,22131.980469,000,22131.980469
2015-07-22,22310.369141,22310.369141,22218.580078,22265.720703,000,22265.720703
2015-07-21,22413.109375,22423.490234,22274.339844,22310.369141,000,22310.369141
2015-07-20,22420.660156,22457.009766,22374.550781,22413.109375,000,22413.109375
2015-07-17,22416.650391,22466.390625,22361.390625,22420.660156,000,22420.660156
2015-07-16,22252.580078,22417.130859,22252.580078,22416.650391,000,22416.650391
2015-07-15,22300.630859,22340.509766,22205.660156,22252.580078,000,22252.580078
2015-07-14,22206.509766,22330.179688,22181.339844,22300.630859,000,22300.630859
2015-07-13,21954.359375,22205.789062,21954.359375,22194.619141,000,22194.619141
2015-07-10,21686.660156,21993.820312,21686.660156,21954.359375,000,21954.359375
2015-07-09,21628.939453,21911.369141,21628.939453,21686.660156,000,21686.660156
2015-07-08,21994.390625,21994.390625,21621.759766,21628.939453,000,21628.939453
2015-07-07,21869.980469,22015.960938,21596.769531,21994.390625,000,21994.390625
2015-07-06,21950.589844,21971.929688,21752.960938,21869.980469,000,21869.980469
2015-07-02,21968.089844,22039.119141,21892.570312,21950.589844,000,21950.589844
2015-07-01,21842.019531,22034.369141,21842.019531,21968.089844,000,21968.089844
2015-06-30,21774.320312,21948.789062,21774.320312,21841.75,000,21841.75
2015-06-29,22245.419922,22245.419922,21765.089844,21774.320312,000,21774.320312
2015-06-26,22258.179688,22319.580078,22175.230469,22245.419922,000,22245.419922
2015-06-25,22324.820312,22391.570312,22243.189453,22258.179688,000,22258.179688
2015-06-24,22498.580078,22498.580078,22324.810547,22324.820312,000,22324.820312
2015-06-23,22473.25,22519.00,22443.970703,22498.580078,000,22498.580078
2015-06-22,22347.640625,22537.150391,22347.640625,22473.25,000,22473.25
2015-06-19,22453.400391,22458.089844,22342.380859,22347.650391,000,22347.650391
2015-06-18,22238.880859,22509.550781,22238.880859,22453.400391,000,22453.400391
2015-06-17,22200.179688,22300.630859,22130.960938,22238.880859,000,22238.880859
2015-06-16,22079.349609,22212.960938,22056.640625,22200.179688,000,22200.179688
2015-06-15,22173.669922,22173.669922,21941.730469,22079.349609,000,22079.349609
2015-06-12,22310.029297,22310.029297,22142.089844,22173.669922,000,22173.669922
2015-06-11,22267.240234,22363.300781,22267.240234,22310.029297,000,22310.029297
2015-06-10,22014.599609,22301.689453,22014.599609,22267.240234,000,22267.240234
2015-06-09,22018.080078,22067.890625,21923.740234,22014.599609,000,22014.599609
2015-06-08,22166.240234,22168.070312,22016.660156,22018.080078,000,22018.080078
2015-06-05,22161.75,22217.589844,22050.519531,22167.660156,000,22167.660156
2015-06-04,22357.419922,22357.419922,22137.380859,22161.75,000,22161.75
2015-06-03,22292.720703,22429.25,22292.720703,22357.419922,000,22357.419922
2015-06-02,22300.339844,22374.660156,22177.919922,22292.720703,000,22292.720703
2015-06-01,22259.699219,22374.400391,22195.980469,22300.339844,000,22300.339844
2015-05-29,22391.289062,22391.289062,22222.919922,22259.699219,000,22259.699219
2015-05-28,22422.939453,22422.939453,22306.710938,22391.289062,000,22391.289062
2015-05-27,22224.390625,22447.599609,22224.390625,22422.939453,000,22422.939453
